-200.147,-15.0005,0.00690279,0.00861643,0,0,0,0,0,
-196.527,-14.9735,0.00680073,0.00773495,0,0,0,0,0,
-174.139,-14.9045,0.192709,-0.0234246,0,0,0,0,0,
-146.137,-15.9971,0.00906723,-0.000141091,0,0,0,0,0,
-120.85,-10.055,0.0158021,0.320322,0,0,0,0,0,
-96.2142,-4.69388,0.00690665,0.032326,0,0,0,0,0,
-74.3637,-5.61821,0.011096,-0.0460773,0,0,0,0,0,
-53.5149,-6.59532,0.00690453,-0.0461983,0,0,0,0,0,
-33.0538,-7.55852,0.00690455,-0.0462212,0,0,0,0,0,
-15.1902,-8.39965,0.00690455,-0.046275,0,0,0,0,0,
1.20582,-9.17165,0.00690455,-0.0461414,0,0,0,0,0,
15.7729,-9.63803,0.00729374,0.055242,0,0,0,0,0,
26.7172,-3.02298,0.00689758,1.36638,0,0,0,0,0,
25.947,9.06188,0.00690267,1.58597,0,0,0,0,0,
25.8667,21.6998,0.0069046,1.57587,0,0,0,0,0,
27.5103,42.676,0.0068994,1.42054,0,0,0,0,0,
31.2273,69.7827,0.00687104,1.44512,0,0,0,0,0,
36.7932,110.17,0.00990213,1.42887,0,0,0,0,0,
45.419,167.875,0.00778042,1.42264,0,0,0,0,0,
53.2331,219.842,0.0114401,1.42194,0,0,0,0,0,